exchange,coin,time,open,high,low,close,volumeto
Binance,STRAT,2017-09-28 05:30:00,0.001131,0.001217,0.001115,0.001142,216.48
Binance,STRAT,2017-09-29 05:30:00,0.001142,0.001166,0.001059,0.001074,121.36
Binance,STRAT,2017-09-30 05:30:00,0.001074,0.001166,0.001007,0.0010220000000000001,195.03
Binance,STRAT,2017-10-01 05:30:00,0.0010220000000000001,0.00105,0.000923,0.0009429999999999999,183.38
Binance,STRAT,2017-10-02 05:30:00,0.0009429999999999999,0.001001,0.000865,0.0008869999999999999,177.06
Binance,STRAT,2017-10-03 05:30:00,0.0008869999999999999,0.000984,0.00075,0.000886,225.24
Binance,STRAT,2017-10-04 05:30:00,0.000886,0.0009480000000000001,0.000833,0.0008619999999999999,224.25
Binance,STRAT,2017-10-05 05:30:00,0.0008619999999999999,0.000872,0.000805,0.000822,194.3
Binance,STRAT,2017-10-06 05:30:00,0.000822,0.0008789999999999999,0.000822,0.0008470000000000001,197.71
Binance,STRAT,2017-10-07 05:30:00,0.0008470000000000001,0.000944,0.0008119999999999999,0.000877,228.52
Binance,STRAT,2017-10-08 05:30:00,0.000877,0.00098,0.000734,0.0007610000000000001,219.59
Binance,STRAT,2017-10-09 05:30:00,0.0007610000000000001,0.000813,0.000651,0.0007030000000000001,151.99
Binance,STRAT,2017-10-10 05:30:00,0.0007030000000000001,0.0007440000000000001,0.000678,0.0007160000000000001,160.08
Binance,STRAT,2017-10-11 05:30:00,0.0007160000000000001,0.0007639999999999999,0.000696,0.000731,179.17
Binance,STRAT,2017-10-12 05:30:00,0.000731,0.000734,0.000576,0.000579,103.87
Binance,STRAT,2017-10-13 05:30:00,0.000579,0.000595,0.000524,0.000554,199.72
Binance,STRAT,2017-10-14 05:30:00,0.000554,0.0005650000000000001,0.0001,0.000489,409.47
Binance,STRAT,2017-10-15 05:30:00,0.000489,0.000563,0.00048600000000000005,0.00053,435.89
Binance,STRAT,2017-10-16 05:30:00,0.00053,0.0005549999999999999,0.0004969999999999999,0.000518,410.17
Binance,STRAT,2017-10-17 05:30:00,0.000518,0.000551,0.0004969999999999999,0.000549,425.71
Binance,STRAT,2017-10-18 05:30:00,0.000549,0.000641,0.000525,0.000571,539.58
Binance,STRAT,2017-10-19 05:30:00,0.000571,0.0006,0.00053,0.000542,450.78
Binance,STRAT,2017-10-20 05:30:00,0.000542,0.000593,0.000475,0.000496,443.35
Binance,STRAT,2017-10-21 05:30:00,0.000496,0.000541,0.000436,0.000499,332.81
Binance,STRAT,2017-10-22 05:30:00,0.000499,0.000584,0.000482,0.000529,443.27
Binance,STRAT,2017-10-23 05:30:00,0.000529,0.000667,0.000516,0.0005769999999999999,574.1
Binance,STRAT,2017-10-24 05:30:00,0.0005769999999999999,0.0007379999999999999,0.000554,0.000735,643.24
Binance,STRAT,2017-10-25 05:30:00,0.000735,0.0008880000000000001,0.000692,0.000869,608.16
Binance,STRAT,2017-10-26 05:30:00,0.000869,0.000875,0.000663,0.0007440000000000001,774.3
Binance,STRAT,2017-10-27 05:30:00,0.0007440000000000001,0.000834,0.000705,0.000759,631.08
Binance,STRAT,2017-10-28 05:30:00,0.000759,0.000825,0.00073,0.0007509999999999999,556.02
Binance,STRAT,2017-10-29 05:30:00,0.0007509999999999999,0.000781,0.000634,0.000656,541.74
Binance,STRAT,2017-10-30 05:30:00,0.000656,0.000743,0.000606,0.000621,563.98
Binance,STRAT,2017-10-31 05:30:00,0.000621,0.000621,0.0005,0.000522,448.64
Binance,STRAT,2017-11-01 05:30:00,0.000522,0.00053,0.000452,0.000452,352.14
Binance,STRAT,2017-11-02 05:30:00,0.000452,0.00046699999999999997,0.000337,0.000411,342.38
Binance,STRAT,2017-11-03 05:30:00,0.000411,0.000466,0.000371,0.000442,337.67
Binance,STRAT,2017-11-04 05:30:00,0.000442,0.00046399999999999995,0.000396,0.00040599999999999995,368.7
Binance,STRAT,2017-11-05 05:30:00,0.00040599999999999995,0.000426,0.00037799999999999997,0.000413,305.83
Binance,STRAT,2017-11-06 05:30:00,0.000413,0.00044699999999999997,0.0004,0.000436,360.97
Binance,STRAT,2017-11-07 05:30:00,0.000436,0.000437,0.00040599999999999995,0.00042300000000000004,312.22
Binance,STRAT,2017-11-08 05:30:00,0.00042300000000000004,0.000528,0.000383,0.00047999999999999996,384.6
Binance,STRAT,2017-11-09 05:30:00,0.00047999999999999996,0.000549,0.00047599999999999997,0.000533,406.91
Binance,STRAT,2017-11-10 05:30:00,0.000533,0.000533,0.000455,0.000482,335.4
Binance,STRAT,2017-11-11 05:30:00,0.000482,0.000525,0.000472,0.000517,365.12
Binance,STRAT,2017-11-12 05:30:00,0.000517,0.000522,0.00047300000000000006,0.000488,324.1
Binance,STRAT,2017-11-13 05:30:00,0.000488,0.000525,0.000478,0.0004980000000000001,352.35
Binance,STRAT,2017-11-14 05:30:00,0.0004980000000000001,0.0005679999999999999,0.000487,0.000538,395.13
Binance,STRAT,2017-11-15 05:30:00,0.000538,0.000582,0.00048499999999999997,0.000513,369.2
Binance,STRAT,2017-11-16 05:30:00,0.000513,0.000519,0.000395,0.00042,348.67
Binance,STRAT,2017-11-17 05:30:00,0.00042,0.000453,0.000396,0.00043799999999999997,310.74
Binance,STRAT,2017-11-18 05:30:00,0.00043799999999999997,0.00045999999999999996,0.00042800000000000005,0.00044800000000000005,344.61
Binance,STRAT,2017-11-19 05:30:00,0.00044800000000000005,0.00048499999999999997,0.00040300000000000004,0.00042800000000000005,325.58
Binance,STRAT,2017-11-20 05:30:00,0.00042800000000000005,0.000446,0.00041,0.00042199999999999996,304.16
Binance,STRAT,2017-11-21 05:30:00,0.00042199999999999996,0.000472,0.000405,0.000426,349.52
Binance,STRAT,2017-11-22 05:30:00,0.000426,0.000454,0.00042300000000000004,0.000453,348.61
Binance,STRAT,2017-11-23 05:30:00,0.000453,0.00055,0.00045099999999999996,0.000496,475.18
Binance,STRAT,2017-11-24 05:30:00,0.000496,0.000524,0.000463,0.0005139999999999999,370.4
Binance,STRAT,2017-11-25 05:30:00,0.0005139999999999999,0.000584,0.0005110000000000001,0.000542,475.65
Binance,STRAT,2017-11-26 05:30:00,0.000542,0.000553,0.000466,0.000487,405.32
Binance,STRAT,2017-11-27 05:30:00,0.000487,0.0005639999999999999,0.00046399999999999995,0.000553,457.96
Binance,STRAT,2017-11-28 05:30:00,0.000553,0.000656,0.000509,0.000655,727.43
Binance,STRAT,2017-11-29 05:30:00,0.000655,0.000677,0.00048300000000000003,0.000495,731.57
Binance,STRAT,2017-11-30 05:30:00,0.000495,0.000585,0.000481,0.000529,534.44
Binance,STRAT,2017-12-01 05:30:00,0.000529,0.000558,0.0005099999999999999,0.000519,453.41
Binance,STRAT,2017-12-02 05:30:00,0.000519,0.0005549999999999999,0.0005099999999999999,0.000541,370.63
Binance,STRAT,2017-12-03 05:30:00,0.000541,0.00059,0.0005269999999999999,0.000545,391.89
Binance,STRAT,2017-12-04 05:30:00,0.000545,0.000651,0.000533,0.000644,499.29
Binance,STRAT,2017-12-05 05:30:00,0.000644,0.000695,0.000599,0.000638,786.05
Binance,STRAT,2017-12-06 05:30:00,0.000638,0.000642,0.000529,0.000549,639.11
Binance,STRAT,2017-12-07 05:30:00,0.000549,0.000782,0.00048600000000000005,0.000516,1199.75
Binance,STRAT,2017-12-08 05:30:00,0.000516,0.00065,0.000439,0.0005549999999999999,686.96
Binance,STRAT,2017-12-09 05:30:00,0.0005549999999999999,0.000646,0.000532,0.00061,609.41
Binance,STRAT,2017-12-10 05:30:00,0.00061,0.000679,0.000524,0.000594,627.61
Binance,STRAT,2017-12-11 05:30:00,0.000594,0.000675,0.000556,0.000634,678.46
Binance,STRAT,2017-12-12 05:30:00,0.000634,0.000665,0.000563,0.000588,613.49
Binance,STRAT,2017-12-13 05:30:00,0.000588,0.000596,0.00055,0.0005769999999999999,542.09
Binance,STRAT,2017-12-14 05:30:00,0.0005769999999999999,0.000616,0.000559,0.000595,520.03
Binance,STRAT,2017-12-15 05:30:00,0.000595,0.000596,0.0005009999999999999,0.00056,433.22
Binance,STRAT,2017-12-16 05:30:00,0.00056,0.000602,0.0005059999999999999,0.000556,373.65
Binance,STRAT,2017-12-17 05:30:00,0.000556,0.0006360000000000001,0.0005269999999999999,0.000575,510.95
Binance,STRAT,2017-12-18 05:30:00,0.000575,0.000749,0.000572,0.000668,652.94
Binance,STRAT,2017-12-19 05:30:00,0.000668,0.000749,0.00063,0.0006929999999999999,573.74
Binance,STRAT,2017-12-20 05:30:00,0.0006929999999999999,0.0007059999999999999,0.00061,0.000679,568.92
Binance,STRAT,2017-12-21 05:30:00,0.000679,0.000872,0.000675,0.000822,1355.44
Binance,STRAT,2017-12-22 05:30:00,0.000822,0.0008470000000000001,0.000643,0.000735,926.15
Binance,STRAT,2017-12-23 05:30:00,0.000735,0.0010630000000000001,0.000711,0.0009310000000000001,1472.45
Binance,STRAT,2017-12-24 05:30:00,0.0009310000000000001,0.001124,0.0008759999999999999,0.001029,1621.73
Binance,STRAT,2017-12-25 05:30:00,0.001029,0.0012,0.000965,0.00109,1353.29
Binance,STRAT,2017-12-26 05:30:00,0.00109,0.00115,0.0008210000000000001,0.0009310000000000001,1282.99
Binance,STRAT,2017-12-27 05:30:00,0.0009310000000000001,0.0009599999999999999,0.000775,0.0008900000000000001,753.32
Binance,STRAT,2017-12-28 05:30:00,0.0008900000000000001,0.001059,0.000813,0.000981,846.64
Binance,STRAT,2017-12-29 05:30:00,0.000981,0.0010960000000000002,0.0009699999999999999,0.0010429999999999999,710.12
Binance,STRAT,2017-12-30 05:30:00,0.0010429999999999999,0.001068,0.0009660000000000001,0.001013,588.21
Binance,STRAT,2017-12-31 05:30:00,0.001013,0.001049,0.000975,0.001006,516.9
Binance,STRAT,2018-01-01 05:30:00,0.001006,0.001289,0.00099,0.001166,1172.07
Binance,STRAT,2018-01-02 05:30:00,0.001166,0.001218,0.000893,0.001083,865.61
Binance,STRAT,2018-01-03 05:30:00,0.001083,0.001173,0.0009699999999999999,0.001105,634.96
Binance,STRAT,2018-01-04 05:30:00,0.001105,0.0011949999999999999,0.00101,0.001046,815.59
Binance,STRAT,2018-01-05 05:30:00,0.001046,0.001131,0.00086,0.000895,620.06
Binance,STRAT,2018-01-06 05:30:00,0.000895,0.001041,0.00085,0.000935,449.36
Binance,STRAT,2018-01-07 05:30:00,0.000935,0.001082,0.0009220000000000001,0.001048,477.87
Binance,STRAT,2018-01-08 05:30:00,0.001048,0.001596,0.001048,0.001465,2229.66
Binance,STRAT,2018-01-09 05:30:00,0.001465,0.00162,0.001288,0.001327,1239.08
Binance,STRAT,2018-01-10 05:30:00,0.001327,0.00139,0.0012380000000000002,0.001289,517.17
Binance,STRAT,2018-01-11 05:30:00,0.001289,0.0013039999999999998,0.0011300000000000001,0.0012050000000000001,592.0
Binance,STRAT,2018-01-12 05:30:00,0.0012050000000000001,0.00146,0.00118,0.001342,731.76
Binance,STRAT,2018-01-13 05:30:00,0.001342,0.00143,0.001282,0.00139,410.34
Binance,STRAT,2018-01-14 05:30:00,0.00139,0.001474,0.001276,0.001448,535.72
Binance,STRAT,2018-01-15 05:30:00,0.001448,0.0016809999999999998,0.001352,0.0015300000000000001,1582.02
Binance,STRAT,2018-01-16 05:30:00,0.0015300000000000001,0.0015480000000000001,0.001135,0.001323,878.61
Binance,STRAT,2018-01-17 05:30:00,0.001323,0.0014,0.001104,0.001322,698.11
Binance,STRAT,2018-01-18 05:30:00,0.001322,0.001398,0.00124,0.001281,633.75
Binance,STRAT,2018-01-19 05:30:00,0.001281,0.001343,0.0012490000000000001,0.001292,357.99
Binance,STRAT,2018-01-20 05:30:00,0.001292,0.00133,0.001189,0.001255,441.73
Binance,STRAT,2018-01-21 05:30:00,0.001255,0.001255,0.0011099999999999999,0.001164,388.66
Binance,STRAT,2018-01-22 05:30:00,0.001164,0.001209,0.001058,0.001075,515.48
Binance,STRAT,2018-01-23 05:30:00,0.001075,0.00119,0.0010609999999999999,0.0011539999999999999,455.38
Binance,STRAT,2018-01-24 05:30:00,0.0011539999999999999,0.0011619999999999998,0.001103,0.001123,283.44
Binance,STRAT,2018-01-25 05:30:00,0.001123,0.001151,0.001101,0.0011300000000000001,283.26
Binance,STRAT,2018-01-26 05:30:00,0.0011300000000000001,0.001295,0.001073,0.001204,789.45
Binance,STRAT,2018-01-27 05:30:00,0.001204,0.001415,0.001201,0.0012720000000000001,1269.48
Binance,STRAT,2018-01-28 05:30:00,0.0012720000000000001,0.001282,0.001196,0.001225,494.11
Binance,STRAT,2018-01-29 05:30:00,0.001225,0.0013,0.0012,0.001292,457.62
Binance,STRAT,2018-01-30 05:30:00,0.001292,0.00131,0.001167,0.001181,469.26
Binance,STRAT,2018-01-31 05:30:00,0.001181,0.001268,0.001135,0.001201,398.84
Binance,STRAT,2018-02-01 05:30:00,0.001201,0.001253,0.001067,0.001108,388.14
Binance,STRAT,2018-02-02 05:30:00,0.001108,0.001111,0.000909,0.001056,555.93
Binance,STRAT,2018-02-03 05:30:00,0.001056,0.001099,0.001013,0.001065,248.04
Binance,STRAT,2018-02-04 05:30:00,0.001065,0.001065,0.0009369999999999999,0.000962,382.86
Binance,STRAT,2018-02-05 05:30:00,0.000962,0.000995,0.00082,0.000872,372.53
Binance,STRAT,2018-02-06 05:30:00,0.000872,0.000932,0.0007650000000000001,0.000875,464.62
Binance,STRAT,2018-02-07 05:30:00,0.000875,0.00093,0.000822,0.000839,434.52
Binance,STRAT,2018-02-08 05:30:00,0.000839,0.0008449999999999999,0.0008300000000000001,0.0008449999999999999,4.05
Binance,STRAT,2018-02-09 05:30:00,0.0008449999999999999,0.0009570000000000001,0.0008410000000000001,0.000932,268.74
Binance,STRAT,2018-02-10 05:30:00,0.000932,0.0009599999999999999,0.0008349999999999999,0.000897,386.75
Binance,STRAT,2018-02-11 05:30:00,0.000897,0.000907,0.000825,0.0008539999999999999,200.79
Binance,STRAT,2018-02-12 05:30:00,0.0008539999999999999,0.0008960000000000001,0.0008179999999999999,0.0008849999999999999,280.15
Binance,STRAT,2018-02-13 05:30:00,0.0008849999999999999,0.000936,0.000874,0.000916,453.71
Binance,STRAT,2018-02-14 05:30:00,0.000916,0.001039,0.0009109999999999999,0.0009699999999999999,848.64
Binance,STRAT,2018-02-15 05:30:00,0.0009699999999999999,0.001019,0.000901,0.0009199999999999999,420.98
Binance,STRAT,2018-02-16 05:30:00,0.0009199999999999999,0.0009539999999999999,0.000891,0.0009199999999999999,268.29
Binance,STRAT,2018-02-17 05:30:00,0.0009199999999999999,0.0009400000000000001,0.0008410000000000001,0.0008619999999999999,351.39
Binance,STRAT,2018-02-18 05:30:00,0.0008619999999999999,0.000892,0.000834,0.0008640000000000001,309.64
Binance,STRAT,2018-02-19 05:30:00,0.0008640000000000001,0.000921,0.000825,0.000869,642.57
Binance,STRAT,2018-02-20 05:30:00,0.000869,0.0008869999999999999,0.000771,0.0007740000000000001,445.33
Binance,STRAT,2018-02-21 05:30:00,0.0007740000000000001,0.0008,0.000727,0.0007599999999999999,377.38
Binance,STRAT,2018-02-22 05:30:00,0.0007599999999999999,0.000767,0.000696,0.000717,318.37
Binance,STRAT,2018-02-23 05:30:00,0.000717,0.000773,0.0007019999999999999,0.000754,320.49
Binance,STRAT,2018-02-24 05:30:00,0.000754,0.000771,0.000699,0.000737,312.6
Binance,STRAT,2018-02-25 05:30:00,0.000737,0.000767,0.00073,0.000752,194.54
Binance,STRAT,2018-02-26 05:30:00,0.000752,0.0007610000000000001,0.0007070000000000001,0.000731,257.3
Binance,STRAT,2018-02-27 05:30:00,0.000731,0.000743,0.000713,0.000724,150.49
Binance,STRAT,2018-02-28 05:30:00,0.000724,0.000734,0.000699,0.0007059999999999999,193.76
Binance,STRAT,2018-03-01 05:30:00,0.0007059999999999999,0.000709,0.000666,0.0006900000000000001,200.52
Binance,STRAT,2018-03-02 05:30:00,0.0006900000000000001,0.000766,0.000671,0.000727,414.83
Binance,STRAT,2018-03-03 05:30:00,0.000727,0.000787,0.0007030000000000001,0.0007160000000000001,729.16
Binance,STRAT,2018-03-04 05:30:00,0.0007160000000000001,0.0007440000000000001,0.0007019999999999999,0.000722,227.11
Binance,STRAT,2018-03-05 05:30:00,0.000722,0.00074,0.000696,0.0007,270.25
Binance,STRAT,2018-03-06 05:30:00,0.0007,0.000712,0.00065,0.000679,262.43
Binance,STRAT,2018-03-07 05:30:00,0.000679,0.0006889999999999999,0.00061,0.000625,363.21
Binance,STRAT,2018-03-08 05:30:00,0.000625,0.000656,0.000615,0.00062,211.72
Binance,STRAT,2018-03-09 05:30:00,0.00062,0.0006259999999999999,0.0005780000000000001,0.000614,212.52
Binance,STRAT,2018-03-10 05:30:00,0.000614,0.0006360000000000001,0.000592,0.000601,169.25
Binance,STRAT,2018-03-11 05:30:00,0.000601,0.000615,0.0005809999999999999,0.000607,107.59
Binance,STRAT,2018-03-12 05:30:00,0.000607,0.000616,0.000582,0.000593,130.02
Binance,STRAT,2018-03-13 05:30:00,0.000593,0.000598,0.000588,0.000596,22.25
Bittrex,STRAT,2016-08-11 05:30:00,3.8900000000000004e-05,3.8900000000000004e-05,1.4000000000000001e-05,2.1600000000000003e-05,148.79
Bittrex,STRAT,2016-08-12 05:30:00,2.1600000000000003e-05,2.37e-05,1.57e-05,1.92e-05,82.73
Bittrex,STRAT,2016-08-13 05:30:00,1.92e-05,2.8000000000000003e-05,1.4000000000000001e-05,2.6000000000000002e-05,266.42
Bittrex,STRAT,2016-08-14 05:30:00,2.6000000000000002e-05,5.9e-05,2.2100000000000002e-05,4.6e-05,1016.48
Bittrex,STRAT,2016-08-15 05:30:00,4.6e-05,4.7499999999999996e-05,3.4e-05,4.44e-05,409.67
Bittrex,STRAT,2016-08-16 05:30:00,4.44e-05,5.5e-05,4e-05,4.9e-05,371.06
Bittrex,STRAT,2016-08-17 05:30:00,4.9e-05,5.3e-05,4.1200000000000005e-05,4.6299999999999994e-05,264.23
Bittrex,STRAT,2016-08-18 05:30:00,4.6299999999999994e-05,4.8700000000000005e-05,3.6e-05,3.9399999999999995e-05,205.71
Bittrex,STRAT,2016-08-19 05:30:00,3.9399999999999995e-05,4.35e-05,3.34e-05,3.6e-05,124.27
Bittrex,STRAT,2016-08-20 05:30:00,3.6e-05,3.9e-05,3.35e-05,3.45e-05,61.12
Bittrex,STRAT,2016-08-21 05:30:00,3.45e-05,3.66e-05,3.39e-05,3.65e-05,30.03
Bittrex,STRAT,2016-08-22 05:30:00,3.65e-05,4e-05,3.45e-05,3.75e-05,68.1
Bittrex,STRAT,2016-08-23 05:30:00,3.75e-05,3.9899999999999994e-05,3.4e-05,3.81e-05,199.63
Bittrex,STRAT,2016-08-24 05:30:00,3.81e-05,3.81e-05,3.5e-05,3.5e-05,45.11
Bittrex,STRAT,2016-08-25 05:30:00,3.5e-05,3.63e-05,2.8800000000000002e-05,3.13e-05,61.36
Bittrex,STRAT,2016-08-26 05:30:00,3.13e-05,4.2e-05,3.13e-05,3.9200000000000004e-05,86.28
Bittrex,STRAT,2016-08-27 05:30:00,3.9200000000000004e-05,4.71e-05,3.65e-05,4.1700000000000004e-05,138.47
Bittrex,STRAT,2016-08-28 05:30:00,4.1700000000000004e-05,4.45e-05,3.52e-05,3.69e-05,90.82
Bittrex,STRAT,2016-08-29 05:30:00,3.69e-05,4.2e-05,3.5e-05,3.6700000000000004e-05,65.71
Bittrex,STRAT,2016-08-30 05:30:00,3.6700000000000004e-05,3.73e-05,3.5e-05,3.59e-05,20.68
